CID,NumberOfRings,NumberOfAromaticRings,ALogP,MolecularWeight,RotatableBondCount,HydrogenBondAcceptorCount,HydrogenBondDonorCount,TPSA,XlogP,EC50
15945020,3,0.0,0.0,374.30345,1,2,0,6.2,0.0,0.693
15945023,4,2.0,0.0,429.486063,5,5,1,65.4,4.1,1.012
15945029,3,3.0,0.0,309.8325,3,1,0,3.9,0.0,0.552
15945051,5,4.0,0.0,512.2364,3,2,0,18.0,0.0,0.424
15945238,5,4.0,0.0,488.98524,6,5,1,96.5,6.1,1.732
15945244,5,4.0,0.0,454.54018,6,5,1,96.5,5.4,1.898
15945266,5,4.0,0.0,496.61992,7,5,1,96.5,6.6,2.22
15945312,4,2.0,0.0,467.58376,5,7,1,105.0,2.4,1.139
15945344,2,0.0,0.0,376.31933,3,2,0,6.2,0.0,0.732
15945637,3,2.0,0.0,429.294153,5,3,3,61.7,0.0,1.485
15945638,4,1.0,0.0,334.92654,4,2,1,6.5,0.0,0.601
15945694,2,1.0,0.0,383.50226,8,7,2,112.0,0.0,0.1
15945704,2,1.0,0.0,369.47568,8,7,2,112.0,0.0,0.297
15945715,2,0.0,0.0,396.35371,4,4,0,56.8,0.0,0.1
15945720,2,1.0,0.0,408.44552,8,8,3,125.0,0.0,0.442
15945727,4,2.0,0.0,438.19938,2,2,2,27.1,0.0,0.26
15945734,4,4.0,0.0,377.43632,6,5,3,72.0,0.0,2.423
15945775,2,1.0,0.0,387.25585,3,3,2,38.3,0.0,10.733
15945798,5,3.0,0.0,509.03632,8,5,2,70.1,0.0,1.844
15987876,4,3.0,0.0,378.442623,3,5,1,48.5,3.8,1.024
15988852,4,3.0,0.0,398.36612,6,8,1,101.0,2.9,0.115
15989508,3,2.0,0.0,406.3487,5,2,2,44.4,4.8,1.032
15989995,3,3.0,0.0,324.377,4,6,2,82.3,3.7,0.559
15991474,4,3.0,0.0,387.517343,7,6,0,72.1,4.0,0.681
15991747,4,3.0,0.0,383.35808,2,8,1,116.0,3.7,0.16
15994066,6,4.0,0.0,542.07108,5,6,0,52.2,5.8,2.287
15994958,6,4.0,0.0,569.717,7,6,2,109.0,3.8,1.299
15994961,5,3.0,0.0,549.72736,8,6,1,100.0,3.8,0.348
15995854,4,3.0,0.0,403.77656,2,8,1,116.0,4.0,0.199
15998220,4,3.0,0.0,513.40684,5,6,0,108.0,4.8,2.08
15998484,4,3.0,0.0,383.35808,3,8,1,116.0,3.8,0.447
15999416,4,3.0,0.0,320.385,4,4,1,43.4,4.4,3.154
15999425,5,3.0,0.0,549.72736,8,6,1,100.0,3.8,1.564
16001095,3,2.0,0.0,293.23554,1,8,1,116.0,1.3,0.68
16001413,6,4.0,0.0,583.70052,6,7,1,118.0,3.2,1.07
16004023,3,3.0,0.0,369.37456,5,7,1,107.0,3.8,0.48
16007418,3,3.0,0.0,418.98328,9,4,1,78.4,5.1,0.809
16008315,3,2.0,0.0,424.58062,8,7,2,138.0,3.2,30.0
16008808,4,4.0,0.0,423.95828,7,4,1,73.5,5.7,0.771
16008866,4,3.0,0.0,401.95276,5,4,1,73.5,5.5,1.402
16012540,3,3.0,0.0,364.48392,7,3,1,59.8,4.4,1.386
16012802,3,3.0,0.0,434.57046,12,4,1,54.7,4.7,0.154
16014104,3,2.0,0.0,334.775843,3,5,1,58.1,2.3,0.39
16017476,4,3.0,0.0,494.557843,9,8,1,76.2,3.3,0.959
16020041,4,4.0,0.0,475.58262,10,5,1,79.2,4.2,0.1
16020097,4,4.0,0.0,461.55604,9,5,1,79.2,3.8,0.1
16022921,5,4.0,0.0,498.61926,7,6,1,85.2,4.4,1.452
16022946,5,4.0,0.0,482.61986,6,5,1,75.9,4.9,0.941
16060480,5,3.0,0.0,471.562503,6,4,0,38.8,5.8,2.55
16060833,5,4.0,0.0,544.636363,6,6,0,75.3,5.7,2.031
16187068,3,2.0,0.0,448.4497,6,8,2,159.0,1.2,0.782
16187139,7,4.0,0.0,598.70856,8,8,1,109.0,5.0,0.137
16187141,6,2.0,0.0,548.6698,8,7,1,80.7,5.1,0.1
16187166,5,1.0,0.0,514.65358,9,7,1,80.7,4.8,1.006
16187172,6,3.0,0.0,610.62013,8,10,1,80.7,4.9,0.265
16187179,5,1.0,0.0,500.627,9,7,1,80.7,4.5,0.1
16187184,5,2.0,0.0,573.47542,9,7,1,80.7,4.1,0.346
16187203,3,2.0,0.0,540.0289,8,9,3,153.0,0.0,1.038
16187234,3,2.0,0.0,410.33555,6,2,2,27.1,0.0,0.1
16187238,3,2.0,0.0,369.50044,7,4,0,47.4,3.4,0.1
16187239,4,3.0,0.0,373.49068,5,3,0,38.1,3.9,0.123
16187242,6,5.0,0.0,423.484783,4,4,1,49.7,4.3,1.071
16187244,4,2.0,0.0,368.46932,6,5,1,45.2,3.0,0.258
16187255,4,4.0,0.0,417.478663,7,6,0,56.1,3.7,2.989
16187278,3,2.0,0.0,378.43121,6,6,1,26.7,3.7,1.335
16187294,4,3.0,0.0,408.45036,9,8,0,90.6,2.4,2.463
16187342,3,2.0,0.0,375.9354,6,3,1,41.3,3.7,0.247
16187353,4,3.0,0.0,404.54778,7,4,1,44.5,3.5,0.651
16187366,3,2.0,0.0,398.54166,9,6,1,61.7,2.9,0.933
16187376,4,3.0,0.0,392.469203,7,6,0,45.4,4.0,0.443
16187390,4,2.0,0.0,452.65524,7,4,1,63.1,4.1,1.622
16187449,4,3.0,0.0,442.93848,8,7,0,63.9,3.8,0.788
16187460,5,3.0,0.0,410.441423,5,8,0,63.9,3.2,0.103
16187480,4,3.0,0.0,401.95276,5,4,1,73.5,5.5,2.097
16187489,4,2.0,0.0,391.5507,5,7,0,102.0,3.1,0.146
16187500,2,2.0,0.0,350.47894,9,6,0,90.7,2.0,1.353
16187540,4,3.0,0.0,424.9232,7,5,0,60.2,3.9,0.508
16187567,6,5.0,0.0,423.484783,4,4,1,49.7,4.3,1.7
16187571,3,2.0,0.0,437.49841,9,7,0,47.4,4.4,0.944
16187617,4,2.0,0.0,388.8878,6,5,1,45.2,3.2,1.206
16187640,4,3.0,0.0,409.47818,9,7,0,77.7,3.6,2.613
16187656,5,3.0,0.0,561.13732,8,5,1,81.2,5.3,0.11
16187663,2,1.0,0.0,227.30158,2,2,0,30.0,3.0,1.142
16187666,4,2.0,0.0,563.75394,14,6,1,100.0,4.0,3.012
16187715,4,3.0,0.0,379.88258,5,3,0,38.1,3.6,2.576
16187718,4,3.0,0.0,391.50596,7,4,1,58.4,3.4,0.193
16187720,4,2.0,0.0,413.93702,6,4,1,41.9,4.1,1.679
16187777,6,5.0,0.0,449.54688,5,4,1,59.0,4.5,1.282
16187779,4,3.0,0.0,418.41225,5,8,1,71.3,3.6,0.771
16187806,5,3.0,0.0,405.48948,5,4,1,55.7,3.4,0.1
16187827,2,1.0,0.0,324.63064,3,3,1,29.5,0.0,0.127
16187879,5,4.0,0.0,481.6318,7,4,1,63.0,5.4,1.759
16187883,2,2.0,0.0,315.2381,6,2,1,27.0,0.0,0.145
16187933,4,3.0,0.0,504.25746,4,2,0,25.9,0.0,0.465
16187934,5,4.0,0.0,437.53618,5,5,1,61.4,5.0,3.136
16187937,3,3.0,0.0,425.95102,9,3,1,52.6,4.4,0.896
16187943,3,2.0,0.0,414.512943,9,5,2,61.8,3.7,0.222
16187969,4,4.0,0.0,421.24682,2,4,1,74.7,3.3,0.75
16187976,5,4.0,0.0,506.6827,9,6,1,119.0,5.3,1.497
16188007,5,4.0,0.0,514.636903,7,6,1,65.8,4.6,1.479
16188008,4,4.0,0.0,432.490003,7,5,1,68.5,3.9,2.055
16188011,3,2.0,0.0,426.31503,3,4,1,52.6,0.0,0.832
16188033,4,4.0,0.0,462.515983,8,6,1,77.8,3.8,1.329
16188068,4,4.0,0.0,373.44762,3,2,1,54.3,3.7,1.124
16188082,4,3.0,0.0,556.60414,12,10,4,157.0,0.0,1.51
16188185,5,3.0,0.0,406.495783,5,6,0,45.4,4.3,0.57
16188199,3,2.0,0.0,317.44572,5,4,0,61.7,3.9,0.159
16188210,5,4.0,0.0,442.527883,5,5,1,54.2,4.0,3.613
16188217,4,2.0,0.0,415.59202,8,6,1,77.1,3.7,1.199
16188221,4,3.0,0.0,431.52676,8,6,0,64.6,4.5,0.1
16188222,3,3.0,0.0,378.46744,11,5,1,80.9,3.3,2.275
16188233,4,3.0,0.0,433.54264,10,5,0,56.6,3.7,2.938
16188238,3,2.0,0.0,403.58132,9,6,1,77.1,3.4,0.845
16188247,4,3.0,0.0,356.46016,5,3,0,33.2,4.2,1.468
16188248,4,3.0,0.0,348.48122,5,2,1,28.4,3.7,0.62
16188257,3,3.0,0.0,557.61534,12,10,4,171.0,0.0,1.721
16188269,4,3.0,0.0,488.42747,5,3,0,32.4,0.0,0.1
16188270,4,4.0,0.0,403.495143,8,4,1,47.7,3.9,1.774
16188281,4,3.0,0.0,425.58684,7,6,1,77.1,4.0,0.132
16188302,4,4.0,0.0,376.4714,3,3,1,77.6,4.6,0.708
16188328,4,3.0,0.0,420.54718,9,5,1,53.8,2.5,1.889
16188335,4,3.0,0.0,373.49068,6,3,0,38.1,3.8,0.222
16188419,3,2.0,0.0,303.41914,4,4,0,61.7,3.5,0.719
16188427,4,3.0,0.0,379.88258,5,3,0,38.1,4.2,0.503
16188469,3,2.0,0.0,404.905443,7,4,2,52.6,4.0,0.1
16188489,4,2.0,0.0,398.4953,8,6,1,54.4,3.0,0.208
16188498,3,2.0,0.0,421.575,11,4,0,45.7,3.8,0.412
16188516,4,2.0,0.0,435.96744,6,7,0,83.1,3.3,0.135
16188550,5,5.0,0.0,553.355533,5,9,1,56.0,0.0,1.938
16188590,3,2.0,0.0,426.31503,3,4,1,52.6,0.0,1.156
16188599,4,3.0,0.0,426.29343,1,2,0,7.1,0.0,0.1
16188652,4,3.0,0.0,381.42502,6,7,0,77.7,2.8,0.97
16188657,4,2.0,0.0,441.51674,10,7,0,66.5,4.1,2.654
16188695,5,3.0,0.0,389.44702,5,5,0,56.6,2.8,3.286
16188744,3,2.0,0.0,396.497663,8,4,1,49.4,3.4,0.1
16188753,3,2.0,0.0,410.524243,9,4,1,41.6,4.3,0.1
16188764,3,2.0,0.0,436.51035,10,7,2,44.7,4.4,1.265
16188791,5,3.0,0.0,448.55728,7,7,0,63.9,4.1,1.228
16188793,4,3.0,0.0,492.43931,3,4,0,60.7,0.0,0.1
16188796,2,0.0,0.0,390.0002,10,4,0,35.5,0.0,0.286
16188908,3,2.0,0.0,422.55976,10,4,1,50.8,4.2,0.1
16188953,4,3.0,0.0,378.46744,7,6,0,54.6,3.2,0.754
16188954,4,2.0,0.0,431.54836,7,8,0,92.4,2.7,0.991
16188996,3,2.0,0.0,372.499403,6,4,1,57.6,4.1,0.1
16188997,5,3.0,0.0,410.441423,6,8,0,63.9,3.2,1.03
16189020,4,3.0,0.0,409.47818,9,7,0,77.7,3.6,1.493
16189035,4,2.0,0.0,411.49076,9,6,0,57.2,4.1,2.105
16189140,3,2.0,0.0,373.439506,7,5,1,45.2,2.7,0.661
16189146,5,4.0,0.0,404.89204,2,2,1,53.9,4.4,2.165
16189174,5,3.0,0.0,495.08254,3,5,1,70.0,4.8,0.762
16189208,4,2.0,0.0,385.56604,6,5,1,67.8,3.3,0.546
16189210,4,2.0,0.0,415.59202,8,6,1,77.1,3.3,0.772
16189219,4,2.0,0.0,435.55852,7,5,0,53.1,3.3,0.478
16189235,4,3.0,0.0,527.05658,7,9,1,129.0,0.0,0.1
16189324,5,3.0,0.0,558.709303,9,6,1,81.2,5.2,1.067
16189332,5,3.0,0.0,561.13732,8,5,1,81.2,5.3,1.413
16189363,4,2.0,0.0,383.4475,5,8,2,112.0,4.7,1.749
16189381,4,4.0,0.0,376.4714,3,3,1,77.6,4.6,0.857
16189402,4,3.0,0.0,535.06711,9,5,1,55.5,6.0,2.149
16189424,4,3.0,0.0,540.05036,8,6,2,80.3,0.0,0.642
16189447,3,2.0,0.0,394.478566,7,6,1,57.8,3.3,0.199
16189474,5,3.0,0.0,540.71884,8,5,1,81.2,5.1,1.288
16189546,3,3.0,0.0,477.93462,8,7,1,117.0,0.0,0.1
16189579,4,3.0,0.0,513.16072,10,3,1,80.8,5.6,2.254
16189620,4,2.0,0.0,468.65464,8,5,1,72.3,3.7,1.532
16189705,3,2.0,0.0,520.28726,10,5,2,43.0,0.0,0.531
16189717,3,2.0,0.0,378.868163,6,5,1,32.8,0.0,2.195
16189735,2,0.0,0.0,375.97362,9,4,0,35.5,0.0,0.341
16189758,3,2.0,0.0,377.36166,7,2,2,27.1,0.0,0.1
16189866,4,3.0,0.0,365.49182,5,4,0,66.4,3.9,0.201
16189869,4,3.0,0.0,403.4736,7,6,0,64.6,3.7,0.178
16189899,4,3.0,0.0,358.45788,6,7,1,93.9,1.7,0.452
16189933,4,4.0,0.0,399.53126,7,3,0,38.9,4.0,1.923
16189938,3,2.0,0.0,362.504583,6,5,1,64.6,4.0,1.089
16189955,3,2.0,0.0,370.53156,9,5,0,45.4,4.3,1.472
16190008,3,2.0,0.0,400.486363,8,5,1,50.8,3.2,0.118
16190012,3,2.0,0.0,427.57958,9,5,0,56.6,4.0,1.191
16190020,6,3.0,0.0,405.91986,3,2,1,39.3,4.1,1.996
16190072,6,5.0,0.0,419.5209,4,3,1,49.7,4.6,1.263
16190092,3,2.0,0.0,359.52876,5,4,0,66.4,3.8,0.1
16190114,4,1.0,0.0,372.50108,6,5,1,45.2,2.4,1.751
16190129,5,3.0,0.0,448.55728,7,7,0,63.9,4.1,1.299
16190307,4,2.0,0.0,436.0105,7,6,1,77.1,4.6,1.739
16190333,4,3.0,0.0,420.50412,8,6,0,69.5,3.2,0.398
16190363,3,2.0,0.0,373.55534,8,5,1,67.8,4.1,0.996
16190370,4,2.0,0.0,429.57554,8,7,0,83.1,3.4,0.644
16190380,6,5.0,0.0,419.5209,4,3,1,49.7,4.6,0.647
16190407,4,2.0,0.0,403.513443,6,7,0,73.9,3.7,0.303
16190427,4,2.0,0.0,438.55916,9,6,1,54.4,3.0,1.291
16190472,4,3.0,0.0,445.871243,8,7,0,77.7,3.2,0.956
16190476,4,2.0,0.0,415.54896,7,7,0,83.1,3.5,0.26
16190479,4,3.0,0.0,391.481143,6,4,0,38.1,3.9,0.569
16190600,4,,0.0,392.49072,6,4,1,,4.1,0.299
16190618,3,2.0,0.0,400.486363,8,5,1,50.8,3.9,0.1
16190703,4,3.0,0.0,364.48062,6,3,2,48.5,3.8,0.834
16190726,4,2.0,0.0,410.55236,7,5,0,52.8,3.1,0.1
16190746,3,2.0,0.0,349.51402,5,6,0,92.9,3.5,0.203
16190776,3,2.0,0.0,388.906043,7,3,1,32.3,4.3,0.1
16190843,3,2.0,0.0,414.559303,8,4,1,50.2,3.5,0.1
16190865,5,3.0,0.0,356.46016,4,3,0,33.2,4.1,0.709
16190867,3,2.0,0.0,383.52702,8,4,0,47.4,3.9,0.1
16190882,4,3.0,0.0,409.496423,7,5,1,58.4,3.5,0.791
16190898,4,2.0,0.0,430.487526,7,6,1,50.8,3.5,0.1
16190936,4,2.0,0.0,403.89914,6,5,1,51.2,4.0,0.419
16190938,4,3.0,0.0,370.46858,6,7,0,82.9,2.7,0.841
16190996,4,2.0,0.0,383.4376,6,6,0,57.2,3.3,0.576
16191004,3,2.0,0.0,345.49888,6,4,1,60.9,3.7,0.635
16191019,4,2.0,0.0,414.4947,8,6,1,73.2,2.9,0.1
16191023,3,2.0,0.0,373.5322,8,4,2,51.7,3.5,0.648
16191051,4,3.0,0.0,410.5093,7,7,1,74.9,2.8,0.403
16191053,4,3.0,0.0,396.48272,8,7,1,74.9,2.4,0.559
16191087,3,2.0,0.0,415.54566,8,6,0,73.3,4.0,0.138
16191091,4,3.0,0.0,391.50266,7,4,1,45.8,4.3,0.621
16191102,3,2.0,0.0,374.406023,5,6,0,72.6,3.0,9.226
16191111,3,2.0,0.0,395.41867,6,7,0,49.6,3.0,0.288
16191124,4,3.0,0.0,378.46744,8,6,0,54.6,3.4,1.091
16191269,4,1.0,0.0,403.55818,7,6,1,48.4,3.7,1.565
16191283,5,4.0,0.0,410.51084,6,5,0,55.0,4.6,0.943
16191313,5,3.0,0.0,377.43632,4,5,0,56.6,3.0,1.349
16191315,4,3.0,0.0,443.50453,6,6,1,41.3,4.9,0.896
16191316,3,1.0,0.0,392.464363,6,6,0,59.1,3.0,2.663
16191337,3,2.0,0.0,381.50784,8,4,1,41.9,4.2,0.209
16191427,4,3.0,0.0,430.50577,5,5,1,28.4,5.0,0.969
16191435,4,3.0,0.0,352.405343,5,6,0,55.0,3.2,2.114
16191439,3,2.0,0.0,421.45265,7,7,0,38.8,4.1,0.1
16191457,3,2.0,0.0,394.405793,5,6,1,32.3,4.5,0.975
16191461,4,2.0,0.0,381.51114,6,4,1,58.2,4.1,0.604
16191483,3,2.0,0.0,362.89358,6,4,1,39.8,3.5,1.609
16191485,4,2.0,0.0,428.63054,8,5,1,64.2,4.0,0.253
16191491,4,3.0,0.0,391.5291,6,4,0,63.4,4.1,0.245
16191532,4,3.0,0.0,381.443263,5,6,0,51.4,3.6,1.454
16191567,3,2.0,0.0,355.4937,6,4,0,54.8,4.1,1.596
16191576,3,2.0,0.0,385.51968,7,5,0,64.1,4.0,0.557
16191641,4,3.0,0.0,367.87188,4,4,0,42.2,4.2,1.2
16191661,3,2.0,0.0,369.50044,7,4,0,47.4,3.4,0.1
16191700,4,2.0,0.0,398.4986,7,7,0,71.7,3.0,0.524
16191730,3,2.0,0.0,428.514706,9,5,1,41.6,4.4,0.1
16191746,4,3.0,0.0,411.56026,8,6,1,77.1,3.6,1.155
16191768,4,3.0,0.0,440.510463,8,8,0,63.9,3.7,0.248
16191793,4,3.0,0.0,365.46868,6,4,1,50.4,3.7,0.679
16191799,3,2.0,0.0,411.9642,7,3,2,43.7,4.4,0.455
16191821,4,3.0,0.0,437.59754,9,6,1,77.1,3.9,0.201
16191831,4,3.0,0.0,393.52184,8,4,2,51.7,3.3,0.371
16191840,4,2.0,0.0,449.99402,7,7,0,83.1,4.5,0.927
16191841,4,3.0,0.0,437.5744,9,5,2,61.0,3.6,0.141
16191862,3,2.0,0.0,414.488126,8,5,1,49.4,3.5,0.1
16191866,4,2.0,0.0,350.4971,5,3,1,26.7,3.7,0.532
16191870,4,2.0,0.0,424.53258,6,5,0,59.1,4.1,1.116
16191874,4,2.0,0.0,438.55916,9,6,1,54.4,3.0,0.303
16191876,3,2.0,0.0,400.55754,8,5,1,53.8,2.6,1.144
16191877,4,3.0,0.0,362.5078,5,2,1,28.4,4.1,2.399
16191881,3,2.0,0.0,383.52702,7,4,0,47.4,3.8,0.1
16191911,3,2.0,0.0,358.452983,6,4,1,50.2,2.6,0.106
16191936,4,4.0,0.0,389.468563,6,4,0,38.9,3.5,1.786
16191974,3,2.0,0.0,395.466543,7,5,1,49.8,3.6,0.475
16192028,3,2.0,0.0,341.44728,6,4,0,47.4,2.6,0.426
16192033,4,2.0,0.0,414.488126,7,5,1,41.6,3.8,0.1
16192067,3,2.0,0.0,394.405793,5,6,1,32.3,4.5,0.112
16192075,5,2.0,0.0,390.5179,4,3,0,32.8,4.0,2.263
16192080,4,3.0,0.0,380.48002,7,4,1,58.6,3.5,0.1
16192085,3,2.0,0.0,375.503343,7,5,1,73.5,3.2,0.1
16192086,4,2.0,0.0,375.5513,5,6,0,92.9,4.0,0.1
16192104,5,3.0,0.0,432.55788,7,6,0,54.6,4.1,0.285
16192125,3,2.0,0.0,428.514706,9,5,1,41.6,4.4,0.1
16192167,4,3.0,0.0,406.5173,8,4,1,54.7,4.0,0.103
16192170,4,2.0,0.0,416.460946,7,6,1,50.8,3.6,0.1
16192172,3,2.0,0.0,400.51118,10,5,1,63.9,2.4,0.914
16192181,4,3.0,0.0,393.47878,6,6,0,60.6,3.5,2.022
16192185,4,3.0,0.0,311.37824,5,4,1,54.3,2.4,0.76
16192186,3,2.0,0.0,393.493806,7,6,1,73.5,3.3,0.1
16192188,3,2.0,0.0,407.42607,7,7,1,49.8,3.8,0.402
16192193,4,2.0,0.0,413.57614,7,6,0,73.9,4.4,0.14
16192204,3,2.0,0.0,398.4953,9,5,1,71.8,3.0,0.1
16192208,3,2.0,0.0,400.486363,8,5,2,61.8,3.0,0.771
16192222,3,2.0,0.0,406.924623,7,4,1,50.2,3.4,0.181
16192225,4,2.0,0.0,429.57554,7,7,0,83.1,3.5,0.146
16192230,3,2.0,0.0,416.57678,8,6,1,81.2,3.2,0.284
16192237,3,2.0,0.0,331.4756,5,4,0,66.4,3.0,0.1
16192241,3,2.0,0.0,384.486963,6,4,1,41.6,4.3,0.1
16192266,4,4.0,0.0,371.4781,6,3,1,49.7,3.8,1.156
16192267,4,3.0,0.0,423.93514,7,5,1,58.5,4.4,0.966
16192307,3,2.0,0.0,386.459783,7,5,1,50.8,3.5,0.704
16192319,3,2.0,0.0,400.55754,8,4,1,63.3,2.9,0.1
16192340,4,4.0,0.0,398.50014,7,4,0,43.2,4.0,1.765
16192348,4,3.0,0.0,439.93454,7,5,0,56.6,3.9,1.472
16192374,3,3.0,0.0,405.53254,12,5,2,57.6,3.1,0.9
16192421,4,3.0,0.0,407.54842,8,4,2,51.7,3.7,0.204
16192427,5,2.0,0.0,420.54388,6,5,0,42.0,4.5,1.723
16192449,4,3.0,0.0,378.5072,6,3,1,37.6,3.7,0.1
16192454,3,2.0,0.0,344.51412,6,4,1,64.6,3.9,0.891
16192460,3,2.0,0.0,375.95524,6,3,1,48.8,4.8,0.514
16192471,3,2.0,0.0,355.47386,7,4,0,47.4,3.1,0.1
16192540,3,2.0,0.0,394.34736,4,1,0,0.0,0.0,1.882
16192591,5,1.0,0.0,312.27722,2,1,2,26.0,0.0,2.189
16192604,3,3.0,0.0,352.85724,5,3,0,24.2,0.0,0.515
16192607,3,1.0,0.0,395.42,8,2,2,27.1,0.0,0.1
16192618,4,3.0,0.0,485.05798,8,4,0,44.3,0.0,0.565
16192647,2,2.0,0.0,366.9684,13,2,0,18.0,0.0,1.127
16192665,5,1.0,0.0,306.87338,4,2,2,24.9,0.0,60.0
16192703,2,2.0,0.0,368.31008,4,1,0,0.0,0.0,1.921
16192707,4,3.0,0.0,407.9755,4,2,2,23.5,0.0,2.306
16192712,5,4.0,0.0,436.36742,2,3,0,46.5,0.0,0.376
16192720,4,0.0,0.0,303.8679,6,3,3,41.5,0.0,1.142
16192751,2,2.0,0.0,281.80094,5,3,1,47.4,0.0,1.102
16192765,3,1.0,0.0,367.36684,6,2,2,27.1,0.0,0.1
16192821,2,1.0,0.0,484.06838,15,6,1,72.8,0.0,1.314
16192822,4,3.0,0.0,386.87522,6,6,3,68.3,0.0,0.194
16192857,4,3.0,0.0,460.37431,2,3,0,32.4,0.0,0.1
16192893,4,3.0,0.0,356.84924,5,5,3,59.1,0.0,0.1
16192902,2,2.0,0.0,310.86208,8,3,1,19.6,0.0,0.1
16192911,3,3.0,0.0,318.71184,2,5,2,91.9,0.0,2.454
16192923,2,1.0,0.0,312.8349,5,4,1,32.8,0.0,0.994
16192926,5,5.0,0.0,498.95692,4,5,1,104.0,0.0,0.114
16192927,3,2.0,0.0,319.84892,2,3,0,41.4,0.0,0.1
16192954,4,3.0,0.0,485.05798,8,4,0,44.3,0.0,0.429
16192954,4,3.0,0.0,485.05798,8,4,0,44.3,0.0,0.684
16192966,2,2.0,0.0,397.91946,7,6,1,90.8,0.0,1.436
16192971,3,3.0,0.0,419.34231,7,1,0,3.9,0.0,0.161
16192994,2,1.0,0.0,239.74112,1,2,2,21.3,0.0,2.712
16192996,3,3.0,0.0,377.26257,4,1,0,3.9,0.0,0.466
16193001,4,2.0,0.0,332.842783,2,3,2,27.1,0.0,0.639
16193032,4,3.0,0.0,433.3834,4,2,0,7.1,0.0,0.1
16193034,4,3.0,0.0,502.45405,3,3,0,32.4,0.0,0.1
16193036,3,2.0,0.0,456.6903,10,5,2,78.8,4.6,2.243
16193042,5,3.0,0.0,474.66406,5,5,2,78.8,4.0,0.683
16193043,5,3.0,0.0,474.66406,4,5,1,70.0,4.6,1.787
16193065,5,3.0,0.0,503.70198,7,4,2,92.1,4.4,2.087
16193085,3,2.0,0.0,446.92388,6,6,2,98.2,0.0,0.11
16193133,3,3.0,0.0,436.54658,11,4,2,81.8,3.6,0.911
16193138,4,2.0,0.0,397.58004,3,4,1,66.7,3.8,2.281
16193140,4,3.0,0.0,435.58496,5,5,2,84.8,3.9,0.1
16193212,3,3.0,0.0,359.76706,2,6,1,97.2,4.6,0.747
16193269,2,1.0,0.0,363.155393,3,9,1,40.0,0.0,3.647
16193281,5,3.0,0.0,511.00914,8,6,2,79.3,0.0,2.831
16193330,3,3.0,0.0,435.55852,12,4,1,61.9,3.1,0.281
16193349,4,4.0,0.0,348.86854,4,1,2,31.0,0.0,2.466
16193368,3,3.0,0.0,421.53194,11,4,1,61.9,2.7,0.46
16193432,2,2.0,0.0,340.24426,7,3,2,38.3,0.0,1.471
16193436,3,3.0,0.0,401.858526,6,7,1,77.8,0.0,0.101
16193437,2,2.0,0.0,384.40904,7,7,2,159.0,3.4,4.171
16193498,6,4.0,0.0,571.68982,6,7,1,110.0,3.5,0.684
16193503,5,3.0,0.0,452.46316,4,9,1,119.0,3.3,0.163
16193551,3,3.0,0.0,359.76706,2,6,1,97.2,4.6,0.387
16193581,5,3.0,0.0,549.72736,10,6,2,109.0,3.4,0.595
16193610,5,4.0,0.0,524.65324,10,4,1,73.0,4.4,0.695
16193650,4,3.0,0.0,433.54264,7,5,1,67.6,3.9,0.381
16193703,5,3.0,0.0,544.682723,8,6,1,81.2,4.8,0.3
16193772,2,2.0,0.0,448.47932,10,2,0,13.1,0.0,0.357
16193862,4,4.0,0.0,380.435283,3,4,0,68.9,4.2,1.039
16193867,3,3.0,0.0,505.43485,9,2,1,37.9,0.0,0.768
16193912,4,3.0,0.0,471.633763,10,7,1,89.6,5.0,0.1
16193953,4,2.0,0.0,442.66042,6,5,1,76.7,5.4,1.221
16193982,2,2.0,0.0,462.5059,10,2,0,13.1,0.0,0.1
16194080,4,3.0,0.0,479.8298,4,3,3,59.0,0.0,2.02
16194083,4,3.0,0.0,387.92618,5,4,1,73.5,5.0,1.653
16194112,5,3.0,0.0,471.65682,6,4,1,60.9,5.6,1.367
16194206,5,3.0,0.0,463.550403,6,9,1,69.6,5.3,3.173
16194209,4,3.0,0.0,491.596963,10,5,1,63.6,4.3,0.773
16194239,4,3.0,0.0,384.364383,3,7,0,95.6,4.5,0.458
16194242,3,2.0,0.0,427.64908,10,4,2,75.5,5.3,1.957
16194265,4,2.0,0.0,425.6332,6,4,2,75.5,4.8,2.033
16194287,4,3.0,0.0,425.9527,6,7,1,111.0,0.0,0.163
16194317,5,3.0,0.0,475.58592,8,9,1,78.9,5.2,2.73
16194327,2,1.0,0.0,360.51352,8,3,2,74.6,4.4,0.774
16194353,3,2.0,0.0,443.7944,7,3,2,41.6,0.0,3.525
16194374,4,3.0,0.0,383.35808,3,8,1,116.0,3.8,0.272
16194418,3,3.0,0.0,389.23021,2,2,1,24.1,0.0,0.753
16194461,3,2.0,0.0,515.5754,11,8,1,133.0,0.0,0.1
16194582,1,1.0,0.0,371.42536,12,8,3,114.0,0.0,0.344
16194599,1,1.0,0.0,399.47852,13,8,3,114.0,0.0,0.17
16194616,4,3.0,0.0,491.58532,10,7,2,105.0,1.4,0.1
16194631,4,4.0,0.0,589.16902,11,8,1,120.0,0.0,1.523
16194647,3,3.0,0.0,464.9656,8,7,1,120.0,0.0,0.158
16194659,3,3.0,0.0,478.99218,9,7,1,120.0,0.0,0.184
16194665,2,2.0,0.0,327.87268,5,4,1,64.7,0.0,0.236
16194681,3,3.0,0.0,474.86584,6,5,1,92.9,0.0,0.102
